model,item_key,error_type,error_message,source_file,item_id,case_id
deepseek_r1_8b,global:2417,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02418,2418
deepseek_r1_8b,global:2418,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02419,2419
deepseek_r1_8b,global:2419,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02420,2420
deepseek_r1_8b,global:2420,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02421,2421
deepseek_r1_8b,global:2421,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02422,2422
deepseek_r1_8b,global:2422,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02423,2423
deepseek_r1_8b,global:2423,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02424,2424
deepseek_r1_8b,global:2424,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02425,2425
deepseek_r1_8b,global:2425,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02426,2426
deepseek_r1_8b,global:2426,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02427,2427
deepseek_r1_8b,global:2427,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02428,2428
deepseek_r1_8b,global:2428,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02429,2429
deepseek_r1_8b,global:2429,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02430,2430
deepseek_r1_8b,global:2430,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02431,2431
deepseek_r1_8b,global:2431,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02432,2432
deepseek_r1_8b,global:2432,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02433,2433
deepseek_r1_8b,global:2433,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02434,2434
deepseek_r1_8b,global:2434,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02435,2435
deepseek_r1_8b,global:2435,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02436,2436
deepseek_r1_8b,global:2436,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02437,2437
deepseek_r1_8b,global:2437,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02438,2438
deepseek_r1_8b,global:2438,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02439,2439
deepseek_r1_8b,global:2439,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02440,2440
deepseek_r1_8b,global:2440,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02441,2441
deepseek_r1_8b,global:2441,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02442,2442
deepseek_r1_8b,global:2442,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02443,2443
deepseek_r1_8b,global:2443,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02444,2444
deepseek_r1_8b,global:2444,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02445,2445
deepseek_r1_8b,global:2445,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02446,2446
deepseek_r1_8b,global:2446,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02447,2447
deepseek_r1_8b,global:2447,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02448,2448
deepseek_r1_8b,global:2448,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02449,2449
deepseek_r1_8b,global:2449,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02450,2450
deepseek_r1_8b,global:2450,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02451,2451
deepseek_r1_8b,global:2451,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02452,2452
deepseek_r1_8b,global:2452,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02453,2453
deepseek_r1_8b,global:2453,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02454,2454
deepseek_r1_8b,global:2454,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02455,2455
deepseek_r1_8b,global:2455,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02456,2456
deepseek_r1_8b,global:2456,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02457,2457
deepseek_r1_8b,global:2457,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02458,2458
deepseek_r1_8b,global:2458,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02459,2459
deepseek_r1_8b,global:2459,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02460,2460
deepseek_r1_8b,global:2460,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02461,2461
deepseek_r1_8b,global:2461,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02462,2462
deepseek_r1_8b,global:2462,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02463,2463
deepseek_r1_8b,global:2463,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02464,2464
deepseek_r1_8b,global:2464,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02465,2465
deepseek_r1_8b,global:2465,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02466,2466
deepseek_r1_8b,global:2466,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02467,2467
deepseek_r1_8b,global:2467,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02468,2468
deepseek_r1_8b,global:2468,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02469,2469
deepseek_r1_8b,global:2469,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02470,2470
deepseek_r1_8b,global:2470,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02471,2471
deepseek_r1_8b,global:2471,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02472,2472
deepseek_r1_8b,global:2472,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02473,2473
deepseek_r1_8b,global:2473,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02474,2474
deepseek_r1_8b,global:2474,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02475,2475
deepseek_r1_8b,global:2475,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02476,2476
deepseek_r1_8b,global:2476,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02477,2477
deepseek_r1_8b,global:2477,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02478,2478
deepseek_r1_8b,global:2478,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02479,2479
deepseek_r1_8b,global:2479,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02480,2480
deepseek_r1_8b,global:2480,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02481,2481
deepseek_r1_8b,global:2481,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02482,2482
deepseek_r1_8b,global:2482,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02483,2483
deepseek_r1_8b,global:2483,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02484,2484
deepseek_r1_8b,global:2484,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02485,2485
deepseek_r1_8b,global:2485,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02486,2486
deepseek_r1_8b,global:2486,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02487,2487
deepseek_r1_8b,global:2487,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02488,2488
deepseek_r1_8b,global:2488,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02489,2489
deepseek_r1_8b,global:2489,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02490,2490
deepseek_r1_8b,global:2490,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02491,2491
deepseek_r1_8b,global:2491,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02492,2492
deepseek_r1_8b,global:2492,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02493,2493
deepseek_r1_8b,global:2493,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02494,2494
deepseek_r1_8b,global:2494,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02495,2495
deepseek_r1_8b,global:2495,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02496,2496
deepseek_r1_8b,global:2496,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02497,2497
deepseek_r1_8b,global:2497,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02498,2498
deepseek_r1_8b,global:2498,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02499,2499
deepseek_r1_8b,global:2499,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02500,2500
deepseek_r1_8b,global:2500,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02501,2501
deepseek_r1_8b,global:2501,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02502,2502
deepseek_r1_8b,global:2502,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02503,2503
deepseek_r1_8b,global:2503,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02504,2504
deepseek_r1_8b,global:2504,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02505,2505
deepseek_r1_8b,global:2505,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02506,2506
deepseek_r1_8b,global:2506,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02507,2507
deepseek_r1_8b,global:2507,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02508,2508
deepseek_r1_8b,global:2508,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02509,2509
deepseek_r1_8b,global:2509,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02510,2510
deepseek_r1_8b,global:2510,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02511,2511
deepseek_r1_8b,global:2511,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02512,2512
deepseek_r1_8b,global:2512,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02513,2513
deepseek_r1_8b,global:2513,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02514,2514
deepseek_r1_8b,global:2514,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02515,2515
deepseek_r1_8b,global:2515,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02516,2516
deepseek_r1_8b,global:2516,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02517,2517
deepseek_r1_8b,global:2517,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02518,2518
deepseek_r1_8b,global:2518,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02519,2519
deepseek_r1_8b,global:2519,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02520,2520
deepseek_r1_8b,global:2520,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02521,2521
deepseek_r1_8b,global:2521,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02522,2522
deepseek_r1_8b,global:2522,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02523,2523
deepseek_r1_8b,global:2523,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02524,2524
deepseek_r1_8b,global:2524,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02525,2525
deepseek_r1_8b,global:2525,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02526,2526
deepseek_r1_8b,global:2526,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02527,2527
deepseek_r1_8b,global:2527,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02528,2528
deepseek_r1_8b,global:2528,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02529,2529
deepseek_r1_8b,global:2529,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02530,2530
deepseek_r1_8b,global:2530,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02531,2531
deepseek_r1_8b,global:2531,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02532,2532
deepseek_r1_8b,global:2532,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02533,2533
deepseek_r1_8b,global:2533,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02534,2534
deepseek_r1_8b,global:2534,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02535,2535
deepseek_r1_8b,global:2535,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02536,2536
deepseek_r1_8b,global:2536,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02537,2537
deepseek_r1_8b,global:2537,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02538,2538
deepseek_r1_8b,global:2538,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02539,2539
deepseek_r1_8b,global:2539,APIConnectionError,Connection error.,G:\Other computers\My Computer\Research\ai\measurement\pyrecode E6\results\deepseek_r1_8b_baseline\results_deepseek_r1_8b_baseline_part_2000_2999.json,case_02540,2540
